variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
sp,lag,101.16965186,0.7,6,100.3137165,1.00943888693443,sp__lag,9
sp,lag,101.16965186,0.7,7,100.3137165,1.0064411924799,sp__lag,9
sp,lag,101.16965186,0.7,8,100.3137165,1.00151472767663,sp__lag,9
sp,lag,101.16965186,0.7,9,100.3137165,0.995328988093628,sp__lag,9
sp,lag,101.16965186,0.7,10,100.3137165,0.98854433867546,sp__lag,9
sp,lag,101.290154422,0.73,0,100.3137165,0.974500853957189,sp__lag,9
sp,lag,101.290154422,0.73,1,100.3137165,0.984649790822857,sp__lag,9
sp,lag,101.290154422,0.73,2,100.3137165,0.994176208058598,sp__lag,9
sp,lag,101.290154422,0.73,3,100.3137165,1.00232588453832,sp__lag,9
sp,lag,101.290154422,0.73,4,100.3137165,1.0083250056009,sp__lag,9
sp,lag,101.290154422,0.73,5,100.3137165,1.01139346702755,sp__lag,9
sp,lag,101.290154422,0.73,6,100.3137165,1.01101073774355,sp__lag,9
sp,lag,101.290154422,0.73,7,100.3137165,1.00767250185208,sp__lag,9
sp,lag,101.290154422,0.73,8,100.3137165,1.00214152451664,sp__lag,9
sp,lag,101.290154422,0.73,9,100.3137165,0.995182466469444,sp__lag,9
sp,lag,101.290154422,0.73,10,100.3137165,0.987548372479931,sp__lag,9
sp,lag,101.414522188,0.76,0,100.3137165,0.971118765872826,sp__lag,9
sp,lag,101.414522188,0.76,1,100.3137165,0.982627152373003,sp__lag,9
sp,lag,101.414522188,0.76,2,100.3137165,0.993451503175922,sp__lag,9
sp,lag,101.414522188,0.76,3,100.3137165,1.00273823469487,sp__lag,9
sp,lag,101.414522188,0.76,4,100.3137165,1.00960843088859,sp__lag,9
sp,lag,101.414522188,0.76,5,100.3137165,1.01317472777396,sp__lag,9
sp,lag,101.414522188,0.76,6,100.3137165,1.01284435568583,sp__lag,9
sp,lag,101.414522188,0.76,7,100.3137165,1.00917634554398,sp__lag,9
sp,lag,101.414522188,0.76,8,100.3137165,1.00303457191912,sp__lag,9
sp,lag,101.414522188,0.76,9,100.3137165,0.995285633499373,sp__lag,9
sp,lag,101.414522188,0.76,10,100.3137165,0.986781650065095,sp__lag,9
sp,lag,101.5362269,0.79,0,100.3137165,0.967677866193311,sp__lag,9
sp,lag,101.5362269,0.79,1,100.3137165,0.980586478215094,sp__lag,9
sp,lag,101.5362269,0.79,2,100.3137165,0.992753668727944,sp__lag,9
sp,lag,101.5362269,0.79,3,100.3137165,1.0032244695154,sp__lag,9
sp,lag,101.5362269,0.79,4,100.3137165,1.01101187150507,sp__lag,9
sp,lag,101.5362269,0.79,5,100.3137165,1.01511775667516,sp__lag,9
sp,lag,101.5362269,0.79,6,100.3137165,1.01487439728684,sp__lag,9
sp,lag,101.5362269,0.79,7,100.3137165,1.01090466117825,sp__lag,9
sp,lag,101.5362269,0.79,8,100.3137165,1.00417550782197,sp__lag,9
sp,lag,101.5362269,0.79,9,100.3137165,0.995657719970976,sp__lag,9
sp,lag,101.5362269,0.79,10,100.3137165,0.986304498658435,sp__lag,9
sp,lag,101.6566151,0.82,0,100.3137165,0.96415191678411,sp__lag,9
sp,lag,101.6566151,0.82,1,100.3137165,0.978510409016555,sp__lag,9
sp,lag,101.6566151,0.82,2,100.3137165,0.992074100206794,sp__lag,9
sp,lag,101.6566151,0.82,3,100.3137165,1.00378369221595,sp__lag,9
sp,lag,101.6566151,0.82,4,100.3137165,1.01254003228995,sp__lag,9
sp,lag,101.6566151,0.82,5,100.3137165,1.01722961101705,sp__lag,9
sp,lag,101.6566151,0.82,6,100.3137165,1.01710618731905,sp__lag,9
sp,lag,101.6566151,0.82,7,100.3137165,1.01285744049334,sp__lag,9
sp,lag,101.6566151,0.82,8,100.3137165,1.00555630254288,sp__lag,9
sp,lag,101.6566151,0.82,9,100.3137165,0.996280944982813,sp__lag,9
sp,lag,101.6566151,0.82,10,100.3137165,0.986088596907953,sp__lag,9
sp,lag,101.7943804,0.85,0,100.3137165,0.959977388816401,sp__lag,9
sp,lag,101.7943804,0.85,1,100.3137165,0.97606859736935,sp__lag,9
sp,lag,101.7943804,0.85,2,100.3137165,0.991308899893189,sp__lag,9
sp,lag,101.7943804,0.85,3,100.3137165,1.00451476707924,sp__lag,9
sp,lag,101.7943804,0.85,4,100.3137165,1.01445229596805,sp__lag,9
sp,lag,101.7943804,0.85,5,100.3137165,1.01986865587582,sp__lag,9
sp,lag,101.7943804,0.85,6,100.3137165,1.0199222270035,sp__lag,9
sp,lag,101.7943804,0.85,7,100.3137165,1.0153766677255,sp__lag,9
sp,lag,101.7943804,0.85,8,100.3137165,1.00743094361665,sp__lag,9
sp,lag,101.7943804,0.85,9,100.3137165,0.997291341744116,sp__lag,9
sp,lag,101.7943804,0.85,10,100.3137165,0.986139009364616,sp__lag,9
sp,lag,101.9370671,0.88,0,100.3137165,0.955507894351014,sp__lag,9
sp,lag,101.9370671,0.88,1,100.3137165,0.973469990093777,sp__lag,9
sp,lag,101.9370671,0.88,2,100.3137165,0.990529649938775,sp__lag,9
sp,lag,101.9370671,0.88,3,100.3137165,1.00536934830975,sp__lag,9
sp,lag,101.9370671,0.88,4,100.3137165,1.01660835070569,sp__lag,9
sp,lag,101.9370671,0.88,5,100.3137165,1.02284117260842,sp__lag,9
sp,lag,101.9370671,0.88,6,100.3137165,1.02312094528899,sp__lag,9
sp,lag,101.9370671,0.88,7,100.3137165,1.01829179865263,sp__lag,9
sp,lag,101.9370671,0.88,8,100.3137165,1.00968845028201,sp__lag,9
sp,lag,101.9370671,0.88,9,100.3137165,0.998655685842335,sp__lag,9
sp,lag,101.9370671,0.88,10,100.3137165,0.986508413719953,sp__lag,9
sp,lag,102.1058784,0.91,0,100.3137165,0.950044886039956,sp__lag,9
sp,lag,102.1058784,0.91,1,100.3137165,0.970311187721453,sp__lag,9
sp,lag,102.1058784,0.91,2,100.3137165,0.989624109773023,sp__lag,9
sp,lag,102.1058784,0.91,3,100.3137165,1.00650079902775,sp__lag,9
sp,lag,102.1058784,0.91,4,100.3137165,1.01937721756394,sp__lag,9
sp,lag,102.1058784,0.91,5,100.3137165,1.026656069225,sp__lag,9
sp,lag,102.1058784,0.91,6,100.3137165,1.02725713709727,sp__lag,9
sp,lag,102.1058784,0.91,7,100.3137165,1.02212170866923,sp__lag,9
sp,lag,102.1058784,0.91,8,100.3137165,1.01275174397083,sp__lag,9
sp,lag,102.1058784,0.91,9,100.3137165,1.00066339998947,sp__lag,9
sp,lag,102.1058784,0.91,10,100.3137165,0.987336847644489,sp__lag,9
sp,lag,102.3117498,0.94,0,100.3137165,0.9431530013194,sp__lag,9
sp,lag,102.3117498,0.94,1,100.3137165,0.96634681594255,sp__lag,9
sp,lag,102.3117498,0.94,2,100.3137165,0.988541995408206,sp__lag,9
sp,lag,102.3117498,0.94,3,100.3137165,1.008044483677,sp__lag,9
sp,lag,102.3117498,0.94,4,100.3137165,1.02305262864171,sp__lag,9
sp,lag,102.3117498,0.94,5,100.3137165,1.03171844128099,sp__lag,9
sp,lag,102.3117498,0.94,6,100.3137165,1.03278559972404,sp__lag,9
sp,lag,102.3117498,0.94,7,100.3137165,1.02731609893554,sp__lag,9
sp,lag,102.3117498,0.94,8,100.3137165,1.01702521074544,sp__lag,9
sp,lag,102.3117498,0.94,9,100.3137165,1.00364890044708,sp__lag,9
sp,lag,102.3117498,0.94,10,100.3137165,0.9888789732922,sp__lag,9
sp,lag,102.5897521,0.97,0,100.3137165,0.933505393599674,sp__lag,9
sp,lag,102.5897521,0.97,1,100.3137165,0.960823478349007,sp__lag,9
sp,lag,102.5897521,0.97,2,100.3137165,0.987115539255146,sp__lag,9
sp,lag,102.5897521,0.97,3,100.3137165,1.01038661378656,sp__lag,9
sp,lag,102.5897521,0.97,4,100.3137165,1.0284898233245,sp__lag,9
sp,lag,102.5897521,0.97,5,100.3137165,1.03920885901608,sp__lag,9
sp,lag,102.5897521,0.97,6,100.3137165,1.04102504878926,sp__lag,9
sp,lag,102.5897521,0.97,7,100.3137165,1.03516587122398,sp__lag,9
sp,lag,102.5897521,0.97,8,100.3137165,1.02365009409492,sp__lag,9
sp,lag,102.5897521,0.97,9,100.3137165,1.00852885774029,sp__lag,9
sp,lag,102.5897521,0.97,10,100.3137165,0.991796873569443,sp__lag,9
sp,mavg,88.1613038845,0.01,0,100.31247644,1.43671567734812,sp__mavg,10
sp,mavg,88.1613038845,0.01,1,100.31247644,1.25507297446523,sp__mavg,10
sp,mavg,88.1613038845,0.01,2,100.31247644,1.10545171688021,sp__mavg,10
sp,mavg,88.1613038845,0.01,3,100.31247644,0.989819227158123,sp__mavg,10
sp,mavg,88.1613038845,0.01,4,100.31247644,0.908426830758184,sp__mavg,10
sp,mavg,88.1613038845,0.01,5,100.31247644,0.861617742038673,sp__mavg,10
sp,mavg,88.1613038845,0.01,6,100.31247644,0.849203344044441,sp__mavg,10
sp,mavg,88.1613038845,0.01,7,100.31247644,0.86496666694589,sp__mavg,10
sp,mavg,88.1613038845,0.01,8,100.31247644,0.903035881797559,sp__mavg,10
sp,mavg,88.1613038845,0.01,9,100.31247644,0.958420180264999,sp__mavg,10
sp,mavg,88.1613038845,0.01,10,100.31247644,1.02560362032151,sp__mavg,10
sp,mavg,92.3407861325,0.04,0,100.31247644,1.40330935612091,sp__mavg,10
sp,mavg,92.3407861325,0.04,1,100.31247644,1.22557811446628,sp__mavg,10
sp,mavg,92.3407861325,0.04,2,100.31247644,1.07989460397295,sp__mavg,10
sp,mavg,92.3407861325,0.04,3,100.31247644,0.968561809405576,sp__mavg,10
sp,mavg,92.3407861325,0.04,4,100.31247644,0.89213731280938,sp__mavg,10
sp,mavg,92.3407861325,0.04,5,100.31247644,0.85142668564161,sp__mavg,10
sp,mavg,92.3407861325,0.04,6,100.31247644,0.846920284891526,sp__mavg,10
sp,mavg,92.3407861325,0.04,7,100.31247644,0.872868866152503,sp__mavg,10
sp,mavg,92.3407861325,0.04,8,100.31247644,0.923876381634703,sp__mavg,10
sp,mavg,92.3407861325,0.04,9,100.31247644,0.995369483753185,sp__mavg,10
sp,mavg,92.3407861325,0.04,10,100.31247644,1.08195096067583,sp__mavg,10
sp,mavg,94.07326531942,0.07,0,100.31247644,1.35553577715523,sp__mavg,10
sp,mavg,94.07326531942,0.07,1,100.31247644,1.19745689476865,sp__mavg,10
sp,mavg,94.07326531942,0.07,2,100.31247644,1.06660935801862,sp__mavg,10
sp,mavg,94.07326531942,0.07,3,100.31247644,0.965926504953486,sp__mavg,10
sp,mavg,94.07326531942,0.07,4,100.31247644,0.896752437777341,sp__mavg,10
sp,mavg,94.07326531942,0.07,5,100.31247644,0.860572441259904,sp__mavg,10
sp,mavg,94.07326531942,0.07,6,100.31247644,0.858393497320599,sp__mavg,10
sp,mavg,94.07326531942,0.07,7,100.31247644,0.885058116872033,sp__mavg,10
sp,mavg,94.07326531942,0.07,8,100.31247644,0.935506800474678,sp__mavg,10
sp,mavg,94.07326531942,0.07,9,100.31247644,1.00534541394193,sp__mavg,10
sp,mavg,94.07326531942,0.07,10,100.31247644,1.08938213732735,sp__mavg,10
sp,mavg,96.7121348044444,0.1,0,100.31247644,1.2378514953262,sp__mavg,10
sp,mavg,96.7121348044444,0.1,1,100.31247644,1.13248692364301,sp__mavg,10
sp,mavg,96.7121348044444,0.1,2,100.31247644,1.04240072697142,sp__mavg,10
sp,mavg,96.7121348044444,0.1,3,100.31247644,0.971202816318138,sp__mavg,10
sp,mavg,96.7121348044444,0.1,4,100.31247644,0.921500844804062,sp__mavg,10
sp,mavg,96.7121348044444,0.1,5,100.31247644,0.89583696411334,sp__mavg,10
sp,mavg,96.7121348044444,0.1,6,100.31247644,0.895916553915594,sp__mavg,10
sp,mavg,96.7121348044444,0.1,7,100.31247644,0.918023037910693,sp__mavg,10
sp,mavg,96.7121348044444,0.1,8,100.31247644,0.957966177585959,sp__mavg,10
sp,mavg,96.7121348044444,0.1,9,100.31247644,1.01186014403914,sp__mavg,10
sp,mavg,96.7121348044444,0.1,10,100.31247644,1.07529509038401,sp__mavg,10
sp,mavg,97.7153785386364,0.13,0,100.31247644,1.17915118760952,sp__mavg,10
sp,mavg,97.7153785386364,0.13,1,100.31247644,1.10039066566982,sp__mavg,10
sp,mavg,97.7153785386364,0.13,2,100.31247644,1.03177737273334,sp__mavg,10
sp,mavg,97.7153785386364,0.13,3,100.31247644,0.976671454098213,sp__mavg,10
sp,mavg,97.7153785386364,0.13,4,100.31247644,0.937769448049948,sp__mavg,10
sp,mavg,97.7153785386364,0.13,5,100.31247644,0.917678277299224,sp__mavg,10
sp,mavg,97.7153785386364,0.13,6,100.31247644,0.91813400904297,sp__mavg,10
sp,mavg,97.7153785386364,0.13,7,100.31247644,0.936199671672981,sp__mavg,10
sp,mavg,97.7153785386364,0.13,8,100.31247644,0.968313494899708,sp__mavg,10
sp,mavg,97.7153785386364,0.13,9,100.31247644,1.01108316158328,sp__mavg,10
sp,mavg,97.7153785386364,0.13,10,100.31247644,1.06076569875409,sp__mavg,10
sp,mavg,98.2706770928,0.16,0,100.31247644,1.14362815788741,sp__mavg,10
sp,mavg,98.2706770928,0.16,1,100.31247644,1.08087045470618,sp__mavg,10
sp,mavg,98.2706770928,0.16,2,100.31247644,1.02553492531967,sp__mavg,10
sp,mavg,98.2706770928,0.16,3,100.31247644,0.980625702067184,sp__mavg,10
sp,mavg,98.2706770928,0.16,4,100.31247644,0.948680774307866,sp__mavg,10
sp,mavg,98.2706770928,0.16,5,100.31247644,0.932156734067417,sp__mavg,10
sp,mavg,98.2706770928,0.16,6,100.31247644,0.932685303335849,sp__mavg,10
sp,mavg,98.2706770928,0.16,7,100.31247644,0.947836306259912,sp__mavg,10
sp,mavg,98.2706770928,0.16,8,100.31247644,0.974530772907479,sp__mavg,10
sp,mavg,98.2706770928,0.16,9,100.31247644,1.00979631630175,sp__mavg,10
sp,mavg,98.2706770928,0.16,10,100.31247644,1.05041281212111,sp__mavg,10
sp,mavg,98.7167426709933,0.19,0,100.31247644,1.1136400339144,sp__mavg,10
sp,mavg,98.7167426709933,0.19,1,100.31247644,1.06429819014031,sp__mavg,10
sp,mavg,98.7167426709933,0.19,2,100.31247644,1.02032777223622,sp__mavg,10
sp,mavg,98.7167426709933,0.19,3,100.31247644,0.984309967591722,sp__mavg,10
sp,mavg,98.7167426709933,0.19,4,100.31247644,0.958512419774903,sp__mavg,10
sp,mavg,98.7167426709933,0.19,5,100.31247644,0.945137920154045,sp__mavg,10
sp,mavg,98.7167426709933,0.19,6,100.31247644,0.945647931442865,sp__mavg,10
sp,mavg,98.7167426709933,0.19,7,100.31247644,0.958065822551596,sp__mavg,10
sp,mavg,98.7167426709933,0.19,8,100.31247644,0.979794291608652,sp__mavg,10
sp,mavg,98.7167426709933,0.19,9,100.31247644,1.00830112791083,sp__mavg,10
sp,mavg,98.7167426709933,0.19,10,100.31247644,1.04088678926952,sp__mavg,10
sp,mavg,99.0817438334,0.22,0,100.31247644,1.08819939142592,sp__mavg,10
sp,mavg,99.0817438334,0.22,1,100.31247644,1.05015629888827,sp__mavg,10
sp,mavg,99.0817438334,0.22,2,100.31247644,1.0159368995185,sp__mavg,10
sp,mavg,99.0817438334,0.22,3,100.31247644,0.987675286722324,sp__mavg,10
sp,mavg,99.0817438334,0.22,4,100.31247644,0.96730543844462,sp__mavg,10
sp,mavg,99.0817438334,0.22,5,100.31247644,0.956714577714518,sp__mavg,10
sp,mavg,99.0817438334,0.22,6,100.31247644,0.957154457775298,sp__mavg,10
sp,mavg,99.0817438334,0.22,7,100.31247644,0.96705456819575,sp__mavg,10
sp,mavg,99.0817438334,0.22,8,100.31247644,0.984287398426956,sp__mavg,10
sp,mavg,99.0817438334,0.22,9,100.31247644,1.00676365546537,sp__mavg,10
sp,mavg,99.0817438334,0.22,10,100.31247644,1.03228701123961,sp__mavg,10
sp,mavg,99.3349413991667,0.25,0,100.31247644,1.07010199943208,sp__mavg,10
sp,mavg,99.3349413991667,0.25,1,100.31247644,1.04004387137791,sp__mavg,10
sp,mavg,99.3349413991667,0.25,2,100.31247644,1.01282134382901,sp__mavg,10
sp,mavg,99.3349413991667,0.25,3,100.31247644,0.990201169151621,sp__mavg,10
sp,mavg,99.3349413991667,0.25,4,100.31247644,0.973818746730149,sp__mavg,10
sp,mavg,99.3349413991667,0.25,5,100.31247644,0.965276281587606,sp__mavg,10
sp,mavg,99.3349413991667,0.25,6,100.31247644,0.965636667969409,sp__mavg,10
sp,mavg,99.3349413991667,0.25,7,100.31247644,0.973631622384586,sp__mavg,10
sp,mavg,99.3349413991667,0.25,8,100.31247644,0.987505899833602,sp__mavg,10
sp,mavg,99.3349413991667,0.25,9,100.31247644,1.00552791382023,sp__mavg,10
sp,mavg,99.3349413991667,0.25,10,100.31247644,1.02589583256065,sp__mavg,10
sp,mavg,99.4966213548,0.28,0,100.31247644,1.05837627488031,sp__mavg,10
sp,mavg,99.4966213548,0.28,1,100.31247644,1.03346465365979,sp__mavg,10
sp,mavg,99.4966213548,0.28,2,100.31247644,1.01080064581386,sp__mavg,10
sp,mavg,99.4966213548,0.28,3,100.31247644,0.991891336209374,sp__mavg,10
sp,mavg,99.4966213548,0.28,4,100.31247644,0.978150626765578,sp__mavg,10
sp,mavg,99.4966213548,0.28,5,100.31247644,0.970967702702321,sp__mavg,10
sp,mavg,99.4966213548,0.28,6,100.31247644,0.9712644011089,sp__mavg,10
sp,mavg,99.4966213548,0.28,7,100.31247644,0.977974574803538,sp__mavg,10
sp,mavg,99.4966213548,0.28,8,100.31247644,0.989602335888528,sp__mavg,10
sp,mavg,99.4966213548,0.28,9,100.31247644,1.00466798296106,sp__mavg,10
sp,mavg,99.4966213548,0.28,10,100.31247644,1.02164206042642,sp__mavg,10
sp,mavg,99.62427209475,0.31,0,100.31247644,1.0490747774558,sp__mavg,10
sp,mavg,99.62427209475,0.31,1,100.31247644,1.02822347114973,sp__mavg,10
sp,mavg,99.62427209475,0.31,2,100.31247644,1.00918410729872,sp__mavg,10
sp,mavg,99.62427209475,0.31,3,100.31247644,0.993246252916726,sp__mavg,10
sp,mavg,99.62427209475,0.31,4,100.31247644,0.981632510121084,sp__mavg,10
sp,mavg,99.62427209475,0.31,5,100.31247644,0.975547044701915,sp__mavg,10
sp,mavg,99.62427209475,0.31,6,100.31247644,0.975789191623514,sp__mavg,10
sp,mavg,99.62427209475,0.31,7,100.31247644,0.981456545515545,sp__mavg,10
sp,mavg,99.62427209475,0.31,8,100.31247644,0.991269202135952,sp__mavg,10
sp,mavg,99.62427209475,0.31,9,100.31247644,1.00395857644636,sp__mavg,10
sp,mavg,99.62427209475,0.31,10,100.31247644,1.01822040649178,sp__mavg,10
sp,mavg,99.7377361666667,0.34,0,100.31247644,1.0408108820135,sp__mavg,10
sp,mavg,99.7377361666667,0.34,1,100.31247644,1.0235454370052,sp__mavg,10
sp,mavg,99.7377361666667,0.34,2,100.31247644,1.00772858003032,sp__mavg,10
sp,mavg,99.7377361666667,0.34,3,100.31247644,0.99444854951724,sp__mavg,10
sp,mavg,99.7377361666667,0.34,4,100.31247644,0.9847466278159,sp__mavg,10
sp,mavg,99.7377361666667,0.34,5,100.31247644,0.97965074591361,sp__mavg,10
sp,mavg,99.7377361666667,0.34,6,100.31247644,0.979843532105819,sp__mavg,10
sp,mavg,99.7377361666667,0.34,7,100.31247644,0.98457039877123,sp__mavg,10
sp,mavg,99.7377361666667,0.34,8,100.31247644,0.992750831532344,sp__mavg,10
sp,mavg,99.7377361666667,0.34,9,100.31247644,1.00331207316747,sp__mavg,10
sp,mavg,99.7377361666667,0.34,10,100.31247644,1.01515641635458,sp__mavg,10
sp,mavg,99.8458769306227,0.37,0,100.31247644,1.03296468146986,sp__mavg,10
sp,mavg,99.8458769306227,0.37,1,100.31247644,1.01908130483772,sp__mavg,10
sp,mavg,99.8458769306227,0.37,2,100.31247644,1.00632275719385,sp__mavg,10
sp,mavg,99.8458769306227,0.37,3,100.31247644,0.995579508020229,sp__mavg,10
sp,mavg,99.8458769306227,0.37,4,100.31247644,0.987711014779699,sp__mavg,10
sp,mavg,99.8458769306227,0.37,5,100.31247644,0.98356764909954,sp__mavg,10
sp,mavg,99.8458769306227,0.37,6,100.31247644,0.983714403693656,sp__mavg,10
sp,mavg,99.8458769306227,0.37,7,100.31247644,0.987538909168758,sp__mavg,10
sp,mavg,99.8458769306227,0.37,8,100.31247644,0.99415635823193,sp__mavg,10
sp,mavg,99.8458769306227,0.37,9,100.31247644,1.00268696324007,sp__mavg,10
sp,mavg,99.8458769306227,0.37,10,100.31247644,1.01223451091876,sp__mavg,10
sp,mavg,99.9487847656667,0.4,0,100.31247644,1.02554703717029,sp__mavg,10
sp,mavg,99.9487847656667,0.4,1,100.31247644,1.01483754252744,sp__mavg,10
sp,mavg,99.9487847656667,0.4,2,100.31247644,1.00496623727008,sp__mavg,10
sp,mavg,99.9487847656667,0.4,3,100.31247644,0.996631087078903,sp__mavg,10
sp,mavg,99.9487847656667,0.4,4,100.31247644,0.990511233295672,sp__mavg,10
sp,mavg,99.9487847656667,0.4,5,100.31247644,0.987280147069862,sp__mavg,10
sp,mavg,99.9487847656667,0.4,6,100.31247644,0.987385541017286,sp__mavg,10
sp,mavg,99.9487847656667,0.4,7,100.31247644,0.990351002954876,sp__mavg,10
sp,mavg,99.9487847656667,0.4,8,100.31247644,0.995482307155235,sp__mavg,10
sp,mavg,99.9487847656667,0.4,9,100.31247644,1.0020882208308,sp__mavg,10
sp,mavg,99.9487847656667,0.4,10,100.31247644,1.00946757723887,sp__mavg,10
sp,mavg,100.05231735,0.43,0,100.31247644,1.01815255114596,sp__mavg,10
sp,mavg,100.05231735,0.43,1,100.31247644,1.010581114465,sp__mavg,10
sp,mavg,100.05231735,0.43,2,100.31247644,1.00358126989213,sp__mavg,10
sp,mavg,100.05231735,0.43,3,100.31247644,0.99765413560273,sp__mavg,10
sp,mavg,100.05231735,0.43,4,100.31247644,0.993291233782972,sp__mavg,10
sp,mavg,100.05231735,0.43,5,100.31247644,0.99098111663382,sp__mavg,10
sp,mavg,100.05231735,0.43,6,100.31247644,0.991048783990206,sp__mavg,10
sp,mavg,100.05231735,0.43,7,100.31247644,0.993154621463469,sp__mavg,10
sp,mavg,100.05231735,0.43,8,100.31247644,0.996799561719777,sp__mavg,10
sp,mavg,100.05231735,0.43,9,100.31247644,1.00148603858116,sp__mavg,10
sp,mavg,100.05231735,0.43,10,100.31247644,1.00671144373529,sp__mavg,10
sp,mavg,100.160572542382,0.46,0,100.31247644,1.01051483118831,sp__mavg,10
sp,mavg,100.160572542382,0.46,1,100.31247644,1.0061538805076,sp__mavg,10
sp,mavg,100.160572542382,0.46,2,100.31247644,1.00210954335236,sp__mavg,10
sp,mavg,100.160572542382,0.46,3,100.31247644,0.99867492036464,sp__mavg,10
sp,mavg,100.160572542382,0.46,4,100.31247644,0.996139863906202,sp__mavg,10
sp,mavg,100.160572542382,0.46,5,100.31247644,0.994793192895114,sp__mavg,10
sp,mavg,100.160572542382,0.46,6,100.31247644,0.994827195130213,sp__mavg,10
sp,mavg,100.160572542382,0.46,7,100.31247644,0.996044635822085,sp__mavg,10
sp,mavg,100.160572542382,0.46,8,100.31247644,0.998153155425833,sp__mavg,10
sp,mavg,100.160572542382,0.46,9,100.31247644,1.00086089508959,sp__mavg,10
sp,mavg,100.160572542382,0.46,10,100.31247644,1.0038742981233,sp__mavg,10
sp,mavg,100.273007922727,0.49,0,100.31247644,1.00270660788456,sp__mavg,10
sp,mavg,100.273007922727,0.49,1,100.31247644,1.00159115310277,sp__mavg,10
sp,mavg,100.273007922727,0.49,2,100.31247644,1.00055335552731,sp__mavg,10
sp,mavg,100.273007922727,0.49,3,100.31247644,0.999669325050708,sp__mavg,10
sp,mavg,100.273007922727,0.49,4,100.31247644,0.999014954665338,sp__mavg,10
sp,mavg,100.273007922727,0.49,5,100.31247644,0.998666066415136,sp__mavg,10
sp,mavg,100.273007922727,0.49,6,100.31247644,0.998673189577997,sp__mavg,10
sp,mavg,100.273007922727,0.49,7,100.31247644,0.998985464148224,sp__mavg,10
sp,mavg,100.273007922727,0.49,8,100.31247644,0.999526832650626,sp__mavg,10
sp,mavg,100.273007922727,0.49,9,100.31247644,1.00022127062199,sp__mavg,10
sp,mavg,100.273007922727,0.49,10,100.31247644,1.0009926409413,sp__mavg,10
sp,mavg,100.392076850267,0.52,0,100.31247644,0.994599886625073,sp__mavg,10
sp,mavg,100.392076850267,0.52,1,100.31247644,0.996809359468631,sp__mavg,10
sp,mavg,100.392076850267,0.52,2,100.31247644,0.998871940438287,sp__mavg,10
sp,mavg,100.392076850267,0.52,3,100.31247644,1.00063463009912,sp__mavg,10
sp,mavg,100.392076850267,0.52,4,100.31247644,1.00194356007458,sp__mavg,10
sp,mavg,100.392076850267,0.52,5,100.31247644,1.00264456938126,sp__mavg,10
sp,mavg,100.392076850267,0.52,6,100.31247644,1.00263480168665,sp__mavg,10
sp,mavg,100.392076850267,0.52,7,100.31247644,1.00201578352481,sp__mavg,10
sp,mavg,100.392076850267,0.52,8,100.31247644,1.0009407345428,sp__mavg,10
sp,mavg,100.392076850267,0.52,9,100.31247644,0.999563005537522,sp__mavg,10
sp,mavg,100.392076850267,0.52,10,100.31247644,0.998035499851295,sp__mavg,10
sp,mavg,100.513187134375,0.55,0,100.31247644,0.986532449310931,sp__mavg,10
sp,mavg,100.513187134375,0.55,1,100.31247644,0.991999249795709,sp__mavg,10
sp,mavg,100.513187134375,0.55,2,100.31247644,0.997120124319905,sp__mavg,10
sp,mavg,100.513187134375,0.55,3,100.31247644,1.00151153760093,sp__mavg,10
sp,mavg,100.513187134375,0.55,4,100.31247644,1.00478452686869,sp__mavg,10
sp,mavg,100.513187134375,0.55,5,100.31247644,1.00654824388505,sp__mavg,10
sp,mavg,100.513187134375,0.55,6,100.31247644,1.00654154889243,sp__mavg,10
sp,mavg,100.513187134375,0.55,7,100.31247644,1.00501719740497,sp__mavg,10
sp,mavg,100.513187134375,0.55,8,100.31247644,1.00236013549328,sp__mavg,10
sp,mavg,100.513187134375,0.55,9,100.31247644,0.998956130923997,sp__mavg,10
sp,mavg,100.513187134375,0.55,10,100.31247644,0.995188195395338,sp__mavg,10
sp,mavg,100.637923867,0.58,0,100.31247644,0.978406798815482,sp__mavg,10
sp,mavg,100.637923867,0.58,1,100.31247644,0.987095346227022,sp__mavg,10
sp,mavg,100.637923867,0.58,2,100.31247644,0.995262950157592,sp__mavg,10
sp,mavg,100.637923867,0.58,3,100.31247644,1.0022931236682,sp__mavg,10
sp,mavg,100.637923867,0.58,4,100.31247644,1.00755540139147,sp__mavg,10
sp,mavg,100.637923867,0.58,5,100.31247644,1.0104142948231,sp__mavg,10
sp,mavg,100.637923867,0.58,6,100.31247644,1.01044446601261,sp__mavg,10
sp,mavg,100.637923867,0.58,7,100.31247644,1.00804931563573,sp__mavg,10
sp,mavg,100.637923867,0.58,8,100.31247644,1.00384897446034,sp__mavg,10
sp,mavg,100.637923867,0.58,9,100.31247644,0.998465724488535,sp__mavg,10
sp,mavg,100.637923867,0.58,10,100.31247644,0.992514893818294,sp__mavg,10
sp,mavg,100.76940525,0.61,0,100.31247644,0.970037918783897,sp__mavg,10
sp,mavg,100.76940525,0.61,1,100.31247644,0.981974273704593,sp__mavg,10
sp,mavg,100.76940525,0.61,2,100.31247644,0.993236979840925,sp__mavg,10
sp,mavg,100.76940525,0.61,3,100.31247644,1.00297104346454,sp__mavg,10
sp,mavg,100.76940525,0.61,4,100.31247644,1.0102945823826,sp__mavg,10
sp,mavg,100.76940525,0.61,5,100.31247644,1.0143156829742,sp__mavg,10
