variable,exposure,exposure_type,window,term,coefficient,coefficient_sd,RR,lower_95_CrI,upper_95_CrI,n_rows,n_strata,DIC,WAIC,pc_prior_U,pc_prior_alpha,elapsed_seconds,group_key,group_type,subgroup,group_order,subgroup_order,window_label,model_key,specification_order,status,error_message
PM25,PM2.5,lag,3,PM25_lag3,0.00052220120692643,0.000464887118041484,1.00052233757771,0.99961067948537,1.0014348271305,27664,6323,31315.6018646525,31314.3642563644,3,0.01,1.56999999999994,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__PM25__lag__03,187,ok,
PM10,PM10,lag,3,PM10_lag3,0.000461775926339899,0.000325066922038889,1.00046188256126,0.999824367366423,1.00109980427618,27664,6323,31314.8212266384,31313.5866168748,3,0.01,1.62,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__PM10__lag__03,188,ok,
O3,O3,lag,3,O3_lag3,-0.000280581395706145,0.00027474453457392,0.999719457963572,0.999181007367002,1.00025819870658,27664,6323,31315.9876202465,31314.7504191389,3,0.01,1.57999999999993,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__O3__lag__03,189,ok,
t2m,Temperature,mavg,4,t2m_mavg4,-0.00727302616714128,0.0023527937909747,0.992753358283989,0.988183744926387,0.997344101871554,27664,6323,31307.7311430879,31306.5143412232,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__t2m__mavg__04,190,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-0.00120378827444458,0.00117497050436484,0.998796935988011,0.996498356549596,1.00110081817012,27664,6323,31316.1256040863,31314.9040211772,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__rh__mavg__04,191,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.00210490734676685,0.00264409193343364,0.997897306417174,0.992736796066883,1.00308464244025,27664,6323,31316.3866378612,31315.151528803,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__ssr__mavg__04,192,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0445068149147137,0.0152624129798117,0.956469081816191,0.9282679068367,0.98552701662789,27664,6323,31308.6391744396,31307.4001249859,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__uv__mavg__04,193,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.000621756498733272,0.00418147361896019,0.999378436751785,0.991217581539144,1.00760648242622,27664,6323,31316.759266316,31315.5762930285,3,0.01,1.65999999999997,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__sp__mavg__04,194,ok,
tp,Total precipitation,mavg,4,tp_mavg4,-0.00612253081237236,0.00406545717499339,0.993896173686976,0.986004373076742,1.00185113867951,27664,6323,31314.738886322,31313.5066481099,3,0.01,1.63999999999999,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__tp__mavg__04,195,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.000779906112690555,0.000541531779477301,1.00078021031854,0.999718055782718,1.00184349340899,27664,6323,31314.7583920752,31313.5200855449,3,0.01,1.59999999999991,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__PM25__mavg__04,196,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000583701491261536,0.000368120970806204,1.00058387187813,0.999861862344399,1.00130640283866,27664,6323,31314.3005098457,31313.0638759272,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__PM10__mavg__04,197,ok,
O3,O3,mavg,4,O3_mavg4,-0.00027062177518161,0.000313202884738289,0.999729414839588,0.999115609726957,1.00034359703059,27664,6323,31316.2804070045,31315.0556614953,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__O3__mavg__04,198,ok,
t2m,Temperature,lag,3,t2m_lag3,0.00567894870892206,0.00316130754767457,1.00569510450631,0.999480073388532,1.01194878242688,32894,7421,36931.8467621512,36930.6429307881,3,0.01,1.81000000000006,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__t2m__lag__03,199,ok,
rh,Relative humidity,lag,3,rh_lag3,-0.00192797172480329,0.000891935706825284,0.998073885618856,0.996329782751167,0.999821041919665,32894,7421,36930.8724689604,36929.6561358966,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__rh__lag__03,200,ok,
ssr,Solar radiation,lag,3,ssr_lag3,0.00855217384446343,0.00242827096530384,1.00858884815701,1.00379776865324,1.01340279531712,32894,7421,36922.5471417303,36921.3415629342,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__ssr__lag__03,201,ok,
uv,Wind speed,lag,3,uv_lag3,-0.033465478650562,0.0102994618549929,0.967088295848157,0.947752674819538,0.986818392664539,32894,7421,36924.7187404405,36923.5273536692,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__uv__lag__03,202,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.00032284604038822,0.00387352463251968,0.999677206068787,0.992112824893855,1.00729926263438,32894,7421,36934.971395555,36933.8030807558,3,0.01,1.78000000000009,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__sp__lag__03,203,ok,
tp,Total precipitation,lag,3,tp_lag3,-0.00743068342391973,0.00302578989233741,0.99259685585006,0.98672494385866,0.998503710990356,32894,7421,36929.0743103268,36927.9093119491,3,0.01,1.83000000000004,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__tp__lag__03,204,ok,
PM25,PM2.5,lag,3,PM25_lag3,0.000201633956896189,0.000294317912261915,1.00020165428639,0.999624576216728,1.00077906551589,32894,7421,36934.6655758919,36933.4464030656,3,0.01,2.46000000000004,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__PM25__lag__03,205,ok,
PM10,PM10,lag,3,PM10_lag3,0.000291241245462504,0.000224070617359226,1.00029128366031,0.999851871968404,1.00073088848269,32894,7421,36933.3987120484,36932.17697832,3,0.01,1.76999999999998,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__PM10__lag__03,206,ok,
O3,O3,lag,3,O3_lag3,0.000501348330961404,0.000469443554104272,1.00050147402704,0.999580903924201,1.0014228919352,32894,7421,36933.9598733633,36932.7576420823,3,0.01,1.81999999999994,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__O3__lag__03,207,ok,
t2m,Temperature,mavg,4,t2m_mavg4,0.0120872673743591,0.00366750560397234,1.01216061361127,1.00490765601335,1.01946591993025,32894,7421,36924.074231231,36922.8700622637,3,0.01,1.77999999999997,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__t2m__mavg__04,208,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-0.00153313938188702,0.00115006657650467,0.998468035275914,0.996218860886882,1.00072228803179,32894,7421,36933.6942763484,36932.4928193548,3,0.01,1.89999999999998,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__rh__mavg__04,209,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0105578931744246,0.00338237842014473,1.01061382439387,1.00393309901637,1.01733900713378,32894,7421,36925.1692080373,36923.974366562,3,0.01,1.88999999999999,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__ssr__mavg__04,210,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0575353669357514,0.0147070902939468,0.94408850027864,0.917250643565414,0.971711603195433,32894,7421,36920.0913732453,36918.8837192894,3,0.01,1.84000000000003,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__uv__mavg__04,211,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.00165829540570334,0.00387915336407511,0.998343078806401,0.990777857002049,1.00596606639028,32894,7421,36935.1448955517,36933.9706047704,3,0.01,1.80999999999995,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__sp__mavg__04,212,ok,
tp,Total precipitation,mavg,4,tp_mavg4,-0.0171465946658942,0.00478725669798201,0.982999571578295,0.973815001293345,0.992270766104779,32894,7421,36922.0572669676,36920.8747925638,3,0.01,1.78999999999996,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__tp__mavg__04,213,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.000723867245766444,0.000352362641324536,1.00072412930089,1.00003291961794,1.00141581678903,32894,7421,36930.8133832194,36929.6069714439,3,0.01,1.74000000000001,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__PM25__mavg__04,214,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000697697753470571,0.000260802233864074,1.00069794120116,1.00018630781848,1.00120983635999,32894,7421,36927.8360949165,36926.6289404985,3,0.01,1.87,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__PM10__mavg__04,215,ok,
O3,O3,mavg,4,O3_mavg4,0.000580660388250807,0.000593136225544101,1.00058082900413,0.999417748648622,1.00174526290443,32894,7421,36934.1263992497,36932.9473826449,3,0.01,1.85000000000002,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__O3__mavg__04,216,ok,
