variable,exposure,exposure_type,window,term,coefficient,coefficient_sd,RR,lower_95_CrI,upper_95_CrI,n_rows,n_strata,DIC,WAIC,pc_prior_U,pc_prior_alpha,elapsed_seconds,group_key,group_type,subgroup,group_order,subgroup_order,window_label,model_key,specification_order,status,error_message,exposure_IQR,RR_per_IQR,lower_95_CrI_per_IQR,upper_95_CrI_per_IQR,interval_excludes_one
sp,Surface pressure,lag,3,sp_lag3,-0.00120212859161612,0.00375384737131326,0.998798593675511,0.991473507617022,1.00617779832908,39632,8956,44560.4543845223,44559.2684161148,3,0.01,2.04999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__sp__lag__03,149,ok,,1.58204324249999,0.998099987897652,0.986544232438366,1.00979110059941,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.00407372188302574,0.00138227301179131,1.00408203076688,1.00136415122517,1.00680728715795,39632,8956,44551.6322488725,44550.4155569568,3,0.01,1.97000000000003,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__ssr__lag__03,147,ok,,13.1217605,1.05490888987707,1.01804881368798,1.09310354435506,TRUE
t2m,Temperature,lag,3,t2m_lag3,0.00437834920532723,0.00201526194610756,1.00438794818032,1.00042671150391,1.00836486975851,39632,8956,44555.5393780466,44554.3161049556,3,0.01,2.03999999999996,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__t2m__lag__03,145,ok,,7.6910624475,1.03424754965341,1.00328655373167,1.06616399034352,TRUE
tp,Total precipitation,lag,3,tp_lag3,-0.00170373740388758,0.00105253003608853,0.998297713132788,0.996239444241593,1.00036023447376,39632,8956,44557.915347476,44556.725897816,3,0.01,1.98000000000002,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__tp__lag__03,150,ok,,7.098020501,0.987979665403859,0.973611605320067,1.00255976184965,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0236604080227969,0.00929673860897024,0.976617304852731,0.958974887502568,0.994584292347407,39632,8956,44554.1150365079,44552.9103301722,3,0.01,2.02999999999997,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__uv__lag__03,148,ok,,1.57387966975,0.963446195772346,0.936195989364987,0.991489583672516,TRUE
O3,O3,mavg,4,O3_mavg4,0.00120483030058736,0.000389207190910667,1.00120555640019,1.00044173115342,1.00196996485921,39632,8956,44550.5678109513,44549.3487076629,3,0.01,2,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__O3__mavg__04,162,ok,,36.7250005472453,1.04524090865768,1.01635123677091,1.07495176789282,TRUE
PM10,PM10,mavg,4,PM10_mavg4,0.000199302480227507,0.00031519898569267,1.00019932234229,0.999581316210519,1.00081771058461,39632,8956,44560.0498001121,44558.8248764915,3,0.01,2.06000000000006,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__PM10__mavg__04,161,ok,,47.0450007010251,1.00942027945145,0.980491694829408,1.03920237861397,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,-0.00016196214710656,0.000558500778408374,0.999838050968054,0.998743663069088,1.00093363806225,39632,8956,44560.4405573013,44559.2163564939,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__PM25__mavg__04,160,ok,,24.6000003665686,0.996023657790235,0.969547976853687,1.02322231663986,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,-0.00260664611973435,0.00134015957612973,0.99739674823233,0.994779110466703,1.00002127426347,39632,8956,44557.2377354091,44556.006295664,3,0.01,2.06000000000006,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__rh__mavg__04,155,ok,,9.9918762615,0.974290967369839,0.949041134933167,1.00021259014113,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.00244288691858921,0.00376775786412965,0.997560094501408,0.99021708080495,1.00495756092711,39632,8956,44560.4467081497,44559.2554358381,3,0.01,2.0200000000001,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__sp__mavg__04,158,ok,,1.51612970399999,0.996303116939927,0.985205330633907,1.00752591385831,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0080741090839381,0.00215768149213871,1.00810679260691,1.00385050395322,1.01238112790966,39632,8956,44546.1349321917,44544.9012048921,3,0.01,2.0200000000001,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__ssr__mavg__04,156,ok,,6.9235716,1.05749369775295,1.02696520017049,1.08892971417485,TRUE
t2m,Temperature,mavg,4,t2m_mavg4,0.00785633260721734,0.00226562561899368,1.00788727456526,1.00341949887601,1.01237494370919,39632,8956,44547.9767195858,44546.7555397748,3,0.01,2.02999999999997,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__t2m__mavg__04,154,ok,,6.7629653625,1.05456895006404,1.0233550587739,1.08673491601509,TRUE
tp,Total precipitation,mavg,4,tp_mavg4,-0.00272489195729909,0.00202173206378942,0.997278817191016,0.993333015565717,1.00124029261706,39632,8956,44558.736934693,44557.5278850466,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__tp__mavg__04,159,ok,,6.7294540196,0.981830065359033,0.955982768233981,1.00837620610995,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.0140142950663201,0.0142936462040249,0.986083448033822,0.95882882048761,1.01411278555001,39632,8956,44559.6140653404,44558.4011065916,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__uv__mavg__04,157,ok,,1.018998302,0.985820940422908,0.958063271091515,1.01438282357318,FALSE
O3,O3,lag,3,O3_lag3,9.02251726042751e-05,0.000368082671642737,1.00009022924302,0.999368651117088,1.00081232872246,28367,6447,32004.7639429744,32003.5568994354,3,0.01,1.63999999999999,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__O3__lag__03,171,ok,,44.3500006608669,1.00400950310084,0.972379453849701,1.03666844660483,FALSE
PM10,PM10,lag,3,PM10_lag3,-6.7304531281592e-05,0.000437474506864849,0.999932697733618,0.999075279162527,1.00079085215017,28367,6447,32004.8369024768,32003.604411703,3,0.01,1.63,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__PM10__lag__03,170,ok,,32.4000004827977,0.99782170908058,0.970469972696319,1.02594432705088,FALSE
PM25,PM2.5,lag,3,PM25_lag3,-3.03840411661566e-05,0.000695988419215035,0.999969616420424,0.998605824452877,1.0013352709042,28367,6447,32004.8489409633,32003.6098506366,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__PM25__lag__03,169,ok,,19.5000002905726,0.999407686675267,0.97316134092585,1.02636190116277,FALSE
rh,Relative humidity,lag,3,rh_lag3,0.00131250134081104,0.0012918628679677,1.00131336304765,0.998780031412834,1.00385312082997,28367,6447,32003.4968818727,32002.291796641,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__rh__lag__03,164,ok,,13.45937256,1.01782240137199,0.98370420103208,1.05312394431007,FALSE
sp,Surface pressure,lag,3,sp_lag3,-0.00305064561990166,0.00432970906158233,0.99695400287128,0.988525563817404,1.00545430557804,28367,6447,32004.759975559,32003.5654230924,3,0.01,1.59000000000003,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__sp__lag__03,167,ok,,1.61459749000001,0.995086545941159,0.981538827078284,1.00882125837202,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,-0.00302042099071987,0.00178571469925446,0.996984135891705,0.993499191841389,1.00048130420503,28367,6447,32002.1287137923,32000.915368751,3,0.01,1.54999999999995,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__ssr__lag__03,165,ok,,11.244934,0.966605881661253,0.92928500364746,1.00542559750363,FALSE
t2m,Temperature,lag,3,t2m_lag3,-0.0120860961809893,0.00399974675843815,0.987986647322871,0.980268070722792,0.995765999044326,28367,6447,31996.5316606122,31995.3021300834,3,0.01,1.6099999999999,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__t2m__lag__03,163,ok,,4.65777906,0.945260842554329,0.911352221059853,0.980431097470695,TRUE
tp,Total precipitation,lag,3,tp_lag3,0.00171203756260203,0.000883991509970059,1.00171350393562,0.99997861811679,1.00345139966043,28367,6447,32001.0756472554,31999.8397815225,3,0.01,1.6400000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__tp__lag__03,168,ok,,7.926768283,1.01366342803058,0.999830523317111,1.02768771453567,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0234776886836633,0.011484407472116,0.9767957680251,0.955044375607256,0.999042553852113,28367,6447,32000.7661492977,31999.5382834941,3,0.01,1.62,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__uv__lag__03,166,ok,,1.5165994945,0.965020194624912,0.932617859781353,0.998548296818302,TRUE
O3,O3,mavg,4,O3_mavg4,0.00052461976222222,0.000473688080218257,1.00052475739924,0.99959584635716,1.00145453216887,28367,6447,32003.4663777469,32002.2499303433,3,0.01,1.62,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__O3__mavg__04,180,ok,,33.9600005060436,1.017975740598,0.986365964808884,1.05059852335949,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000129815218241136,0.000489285790785676,1.0001298236446,0.999170718359162,1.00108984959785,28367,6447,32004.7513377231,32003.5277043825,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__PM10__mavg__04,179,ok,,30.8000004589558,1.00400631268176,0.974771229933608,1.03411820703483,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000304792203148084,0.00077025327028529,1.00030483865701,0.998795128381909,1.00181683093708,28367,6447,32004.6541169674,32003.4299892958,3,0.01,1.58000000000004,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__PM25__mavg__04,178,ok,,18.0000002682209,1.00550133682103,0.978533002183531,1.03321291836293,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,0.00142643205031263,0.00161842038274,1.00142744988841,0.998254395870754,1.00461059047498,28367,6447,32003.7119722625,32002.5014218937,3,0.01,1.63,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__rh__mavg__04,173,ok,,9.79045863399999,1.0140633960589,0.983040264520461,1.04606557357513,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.003436332203723,0.00433499818587285,0.996569565228671,0.98813412781774,1.00507701413428,28367,6447,32004.7120318517,32003.5163987111,3,0.01,1.63999999999999,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__sp__mavg__04,176,ok,,1.604064292,0.994503065953419,0.981034699528484,1.00815633669525,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.00304096724291729,0.002697543707165,0.996963651814648,0.991704020213939,1.00225117853005,28367,6447,32003.7167379246,32002.4841291627,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__ssr__mavg__04,174,ok,,7.2678752,0.978141075464676,0.941250812051142,1.01647717172857,FALSE
t2m,Temperature,mavg,4,t2m_mavg4,-0.0129291410817812,0.00467377937123134,0.987154081212413,0.978148324654248,0.996242752615192,28367,6447,31998.0347462682,31996.8080144402,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__t2m__mavg__04,172,ok,,3.993468858,0.949678168036831,0.915548867644226,0.985079718158634,TRUE
tp,Total precipitation,mavg,4,tp_mavg4,0.0018242426509545,0.00145875361964314,1.00182590759385,0.998964308174882,1.00469570425435,28367,6447,32003.2240949719,32001.9943964785,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__tp__mavg__04,177,ok,,9.2161869176,1.01695468774849,0.990495381380986,1.04412080700102,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.0272409976902632,0.0151882404123442,0.973126691977422,0.944571747607709,1.0025448677296,28367,6447,32001.7563366381,32000.5306760492,3,0.01,1.55999999999995,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__uv__mavg__04,175,ok,,1.0237182331,0.972498149787618,0.943295078068836,1.00260530605605,FALSE
O3,O3,lag,3,O3_lag3,-0.000280581395706145,0.00027474453457392,0.999719457963572,0.999181007367002,1.00025819870658,27664,6323,31315.9876202465,31314.7504191389,3,0.01,1.57999999999993,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__O3__lag__03,189,ok,,68.9000010266898,0.980853607430239,0.945112119852416,1.01794673632694,FALSE
PM10,PM10,lag,3,PM10_lag3,0.000461775926339899,0.000325066922038889,1.00046188256126,0.999824367366423,1.00109980427618,27664,6323,31314.8212266384,31313.5866168748,3,0.01,1.62,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__PM10__lag__03,188,ok,,46.500000692904,1.02170477572256,0.991865629648218,1.05244159959777,FALSE
PM25,PM2.5,lag,3,PM25_lag3,0.00052220120692643,0.000464887118041484,1.00052233757771,0.99961067948537,1.0014348271305,27664,6323,31315.6018646525,31314.3642563644,3,0.01,1.56999999999994,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__PM25__lag__03,187,ok,,30.8000004589558,1.01621383792894,0.988078227417607,1.04515061283552,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00197291714578001,0.000972954475837728,0.998029027775985,0.996126736437276,0.999934952512879,27664,6323,31313.2105551506,31311.9817087953,3,0.01,1.63999999999999,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__rh__lag__03,182,ok,,18.7092997375,0.96376104065501,0.929966465163017,0.998783707767126,TRUE
sp,Surface pressure,lag,3,sp_lag3,1.58243679303191e-05,0.00417503329417405,1.00001582449314,0.991862290443642,1.00823638498714,27664,6323,31316.6051874915,31315.4245806348,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__sp__lag__03,185,ok,,1.84185016999999,1.00002914653951,0.985062921247142,1.01522275784476,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,-0.000168026077696929,0.00203655765860708,0.999831988037894,0.995847133411156,1.00383278791592,27664,6323,31316.9495928972,31315.7085736803,3,0.01,1.68000000000006,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__ssr__lag__03,183,ok,,10.3933635,0.998255167889562,0.957669907611312,1.04056039763803,FALSE
t2m,Temperature,lag,3,t2m_lag3,-0.00747869864022099,0.00220046519117647,0.992549197241505,0.988275678799864,0.996841194563796,27664,6323,31305.7552342703,31304.5279235047,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__t2m__lag__03,181,ok,,7.67938296,0.944186290286511,0.913412660616961,0.975996703482417,TRUE
tp,Total precipitation,lag,3,tp_lag3,-0.00364633613569887,0.00249280752439664,0.996360303675129,0.991501830852397,1.00124258355115,27664,6323,31314.8625179518,31313.6690445268,3,0.01,1.55999999999995,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__tp__lag__03,186,ok,,2.075895667,0.992459162478672,0.982439318640868,1.00258119810061,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0113555515506607,0.0108963064872845,0.988708679369114,0.967807448575303,1.01006130247297,27664,6323,31315.9345145103,31314.7173394328,3,0.01,1.57000000000005,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__uv__lag__03,184,ok,,1.49820919475,0.983130911966167,0.95215771259536,1.01511165259271,FALSE
O3,O3,mavg,4,O3_mavg4,-0.00027062177518161,0.000313202884738289,0.999729414839588,0.999115609726957,1.00034359703059,27664,6323,31316.2804070045,31315.0556614953,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__O3__mavg__04,198,ok,,59.7700008906425,0.983955050121975,0.948490604177895,1.02074552527041,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000583701491261536,0.000368120970806204,1.00058387187813,0.999861862344399,1.00130640283866,27664,6323,31314.3005098457,31313.0638759272,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__PM10__mavg__04,197,ok,,41.3450006160886,1.02442669946193,0.994304584758646,1.0554613557333,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000779906112690555,0.000541531779477301,1.00078021031854,0.999718055782718,1.00184349340899,27664,6323,31314.7583920752,31313.5200855449,3,0.01,1.59999999999991,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__PM25__mavg__04,196,ok,,26.4800003945827,1.02086664057426,0.992560872642765,1.04997963180921,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,-0.00120378827444458,0.00117497050436484,0.998796935988011,0.996498356549596,1.00110081817012,27664,6323,31316.1256040863,31314.9040211772,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__rh__mavg__04,191,ok,,15.323847355,0.981722430646701,0.947666325179201,1.01700241499375,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.000621756498733272,0.00418147361896019,0.999378436751785,0.991217581539144,1.00760648242622,27664,6323,31316.759266316,31315.5762930285,3,0.01,1.65999999999997,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__sp__mavg__04,194,ok,,1.813453022,0.998873109217252,0.984130417996653,1.01383665369722,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.00210490734676685,0.00264409193343364,0.997897306417174,0.992736796066883,1.00308464244025,27664,6323,31316.3866378612,31315.151528803,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__ssr__mavg__04,192,ok,,7.1443287,0.985074358330615,0.94925284741876,1.02224764859869,FALSE
t2m,Temperature,mavg,4,t2m_mavg4,-0.00727302616714128,0.0023527937909747,0.992753358283989,0.988183744926387,0.997344101871554,27664,6323,31307.7311430879,31306.5143412232,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__t2m__mavg__04,190,ok,,7.3981136345,0.94761528741895,0.915817125036953,0.98051751042587,TRUE
tp,Total precipitation,mavg,4,tp_mavg4,-0.00612253081237236,0.00406545717499339,0.993896173686976,0.986004373076742,1.00185113867951,27664,6323,31314.738886322,31313.5066481099,3,0.01,1.63999999999999,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__tp__mavg__04,195,ok,,3.20531476225,0.980566671315604,0.955828023008349,1.00594560240081,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.0445068149147137,0.0152624129798117,0.956469081816191,0.9282679068367,0.98552701662789,27664,6323,31308.6391744396,31307.4001249859,3,0.01,1.54999999999995,Season__Autumn,Season,Autumn,5,3,Moving average 4,g05_s03__uv__mavg__04,193,ok,,1.0959622855,0.952392736811171,0.92166096699328,0.984149219384311,TRUE
O3,O3,lag,3,O3_lag3,0.000501348330961404,0.000469443554104272,1.00050147402704,0.999580903924201,1.0014228919352,32894,7421,36933.9598733633,36932.7576420823,3,0.01,1.81999999999994,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__O3__lag__03,207,ok,,35.300000526011,1.01785512673581,0.985311747819907,1.05147336499336,FALSE
PM10,PM10,lag,3,PM10_lag3,0.000291241245462504,0.000224070617359226,1.00029128366031,0.999851871968404,1.00073088848269,32894,7421,36933.3987120484,36932.17697832,3,0.01,1.76999999999998,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__PM10__lag__03,206,ok,,67.7000010088083,1.01991269715813,0.990021112131402,1.05070679648253,FALSE
PM25,PM2.5,lag,3,PM25_lag3,0.000201633956896189,0.000294317912261915,1.00020165428639,0.999624576216728,1.00077906551589,32894,7421,36934.6655758919,36933.4464030656,3,0.01,2.46000000000004,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__PM25__lag__03,205,ok,,50.4000007510185,1.01021416363585,0.981253040185464,1.04003005893671,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00192797172480329,0.000891935706825284,0.998073885618856,0.996329782751167,0.999821041919665,32894,7421,36930.8724689604,36929.6561358966,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__rh__lag__03,200,ok,,19.1299173,0.963789914004977,0.932076754292232,0.996582094740962,TRUE
sp,Surface pressure,lag,3,sp_lag3,-0.00032284604038822,0.00387352463251968,0.999677206068787,0.992112824893855,1.00729926263438,32894,7421,36934.971395555,36933.8030807558,3,0.01,1.78000000000009,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__sp__lag__03,203,ok,,1.63486987499999,0.999472328002169,0.987137809614355,1.01196097013594,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.00855217384446343,0.00242827096530384,1.00858884815701,1.00379776865324,1.01340279531712,32894,7421,36922.5471417303,36921.3415629342,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__ssr__lag__03,201,ok,,8.99309,1.07994538355924,1.03467667349364,1.12719467053161,TRUE
t2m,Temperature,lag,3,t2m_lag3,0.00567894870892206,0.00316130754767457,1.00569510450631,0.999480073388532,1.01194878242688,32894,7421,36931.8467621512,36930.6429307881,3,0.01,1.81000000000006,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__t2m__lag__03,199,ok,,4.74191427225,1.02729495257328,0.99753694973078,1.05794068114443,FALSE
tp,Total precipitation,lag,3,tp_lag3,-0.00743068342391973,0.00302578989233741,0.99259685585006,0.98672494385866,0.998503710990356,32894,7421,36929.0743103268,36927.9093119491,3,0.01,1.83000000000004,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__tp__lag__03,204,ok,,1.790334284,0.986784691929357,0.97635800539346,0.997322726619237,TRUE
uv,Wind speed,lag,3,uv_lag3,-0.033465478650562,0.0102994618549929,0.967088295848157,0.947752674819538,0.986818392664539,32894,7421,36924.7187404405,36923.5273536692,3,0.01,1.79000000000008,Season__Winter,Season,Winter,5,4,Single lag 3,g05_s04__uv__lag__03,202,ok,,1.616128744,0.947352031049407,0.916929932118651,0.97878347965464,TRUE
O3,O3,mavg,4,O3_mavg4,0.000580660388250807,0.000593136225544101,1.00058082900413,0.999417748648622,1.00174526290443,32894,7421,36934.1263992497,36932.9473826449,3,0.01,1.85000000000002,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__O3__mavg__04,216,ok,,27.1600004047155,1.01589575076792,0.984305903626717,1.04849942751282,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000697697753470571,0.000260802233864074,1.00069794120116,1.00018630781848,1.00120983635999,32894,7421,36927.8360949165,36926.6289404985,3,0.01,1.87,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__PM10__mavg__04,215,ok,,61.5000009164215,1.0438422875438,1.01152274500968,1.07719448761862,TRUE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000723867245766444,0.000352362641324536,1.00072412930089,1.00003291961794,1.00141581678903,32894,7421,36930.8133832194,36929.6069714439,3,0.01,1.74000000000001,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__PM25__mavg__04,214,ok,,44.780000667274,1.03294585735504,1.00147520329322,1.0654054569783,TRUE
rh,Relative humidity,mavg,4,rh_mavg4,-0.00153313938188702,0.00115006657650467,0.998468035275914,0.996218860886882,1.00072228803179,32894,7421,36933.6942763484,36932.4928193548,3,0.01,1.89999999999998,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__rh__mavg__04,209,ok,,15.1357423755,0.977061967437201,0.944274077188145,1.01098835261255,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.00165829540570334,0.00387915336407511,0.998343078806401,0.990777857002049,1.00596606639028,32894,7421,36935.1448955517,36933.9706047704,3,0.01,1.80999999999995,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__sp__mavg__04,212,ok,,1.55366759999998,0.997426876329478,0.985708485345172,1.00928457972192,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0105578931744246,0.00338237842014473,1.01061382439387,1.00393309901637,1.01733900713378,32894,7421,36925.1692080373,36923.974366562,3,0.01,1.88999999999999,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__ssr__mavg__04,210,ok,,5.395399,1.05861774846028,1.02140488325667,1.09718639148084,TRUE
t2m,Temperature,mavg,4,t2m_mavg4,0.0120872673743591,0.00366750560397234,1.01216061361127,1.00490765601335,1.01946591993025,32894,7421,36924.074231231,36922.8700622637,3,0.01,1.77999999999997,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__t2m__mavg__04,208,ok,,4.11089483905,1.05094471167875,1.0203293971277,1.08247864970236,TRUE
tp,Total precipitation,mavg,4,tp_mavg4,-0.0171465946658942,0.00478725669798201,0.982999571578295,0.973815001293345,0.992270766104779,32894,7421,36922.0572669676,36920.8747925638,3,0.01,1.78999999999996,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__tp__mavg__04,213,ok,,2.6401260256,0.955740189828805,0.932344478610207,0.979722978521298,TRUE
uv,Wind speed,mavg,4,uv_mavg4,-0.0575353669357514,0.0147070902939468,0.94408850027864,0.917250643565414,0.971711603195433,32894,7421,36920.0913732453,36918.8837192894,3,0.01,1.84000000000003,Season__Winter,Season,Winter,5,4,Moving average 4,g05_s04__uv__mavg__04,211,ok,,1.05931877275,0.940871886965288,0.912563009596609,0.970058938670894,TRUE
